Date,Open,High,Low,Close,Adj Close,Volume,Dummy,Damage,Dummy_over_0.5,Damage_over_0.5,Dummy_over_0.75,Damage_over_0.75,Dummy_over_0.90,Damage_over_0.90
2010-11-02,8940.000000,8940.000000,8940.000000,8940.000000,7110.146973,6,0,0,0,0,0,0,0,0
2010-11-04,9060.000000,9060.000000,9060.000000,9060.000000,7205.586426,3,0,0,0,0,0,0,0,0
2010-11-05,9240.000000,9240.000000,9240.000000,9240.000000,7348.742188,45,0,0,0,0,0,0,0,0
2010-11-08,9292.700195,9292.700195,9292.700195,9292.700195,7390.656250,0,0,0,0,0,0,0,0,0
2010-11-09,9200.000000,9200.000000,9200.000000,9200.000000,7316.929688,20,0,0,0,0,0,0,0,0
2010-11-10,9320.000000,9320.000000,9280.000000,9280.000000,7380.556152,3,0,0,0,0,0,0,0,0
2010-11-11,9370.599609,9370.599609,9370.599609,9370.599609,7452.610352,0,0,0,0,0,0,0,0,0
2010-11-12,9280.000000,9280.000000,9280.000000,9280.000000,7380.556152,1,0,0,0,0,0,0,0,0
2010-11-15,9350.000000,9350.000000,9350.000000,9350.000000,7436.227539,2,0,0,0,0,0,0,0,0
2010-11-16,9240.000000,9240.000000,9210.000000,9210.000000,7324.881836,3,0,0,0,0,0,0,0,0
2010-11-17,9176.599609,9176.599609,9176.599609,9176.599609,7298.319336,0,0,0,0,0,0,0,0,0
2010-11-18,9330.000000,9330.000000,9330.000000,9330.000000,7420.320801,7,0,0,0,0,0,0,0,0
2010-11-19,9330.000000,9330.000000,9320.000000,9320.000000,7412.367188,41,0,0,0,0,0,0,0,0
2010-11-22,9330.000000,9340.000000,9320.000000,9340.000000,7428.274414,2,0,0,0,0,0,0,0,0
2010-11-24,9300.000000,9300.000000,9290.000000,9290.000000,7388.507813,68,0,0,0,0,0,0,0,0
2010-11-25,9275.700195,9275.700195,9275.700195,9275.700195,7377.135742,0,0,0,0,0,0,0,0,0
2010-11-26,9250.000000,9250.000000,9250.000000,9250.000000,7356.695313,1,0,0,0,0,0,0,0,0
2010-11-29,9340.000000,9350.000000,9340.000000,9350.000000,7436.227539,10,0,0,0,0,0,0,0,0
2010-11-30,9311.200195,9311.200195,9311.200195,9311.200195,7405.370117,0,0,0,0,0,0,0,0,0
2010-12-01,9377.000000,9377.000000,9377.000000,9377.000000,7457.701172,0,0,0,0,0,0,0,0,0
2010-12-02,9450.000000,9450.000000,9450.000000,9450.000000,7515.760254,1,0,0,0,0,0,0,0,0
2010-12-03,9450.000000,9450.000000,9410.000000,9410.000000,7483.946777,6,0,0,0,0,0,0,0,0
2010-12-06,9430.000000,9430.000000,9430.000000,9430.000000,7499.854004,40,0,0,0,0,0,0,0,0
2010-12-07,9430.000000,9430.000000,9430.000000,9430.000000,7499.854004,10,0,0,0,0,0,0,0,0
2010-12-08,9470.000000,9500.000000,9470.000000,9500.000000,7555.524902,103,0,0,0,0,0,0,0,0
2010-12-09,9540.000000,9560.000000,9520.000000,9520.000000,7571.432129,26,0,0,0,0,0,0,0,0
2010-12-10,9532.200195,9532.200195,9532.200195,9532.200195,7581.135254,0,0,0,0,0,0,0,0,0
2010-12-13,9550.000000,9550.000000,9550.000000,9550.000000,7595.291504,8,0,0,0,0,0,0,0,0
2010-12-14,9620.000000,9630.000000,9620.000000,9630.000000,7658.917480,40,0,0,0,0,0,0,0,0
2010-12-15,9630.000000,9630.000000,9610.000000,9610.000000,7643.010742,110,0,0,0,0,0,0,0,0
2010-12-16,9660.000000,9660.000000,9660.000000,9660.000000,7682.776367,2,0,0,0,0,0,0,0,0
2010-12-17,9640.000000,9640.000000,9640.000000,9640.000000,7666.868652,1,0,0,0,0,0,0,0,0
2010-12-20,9650.000000,9650.000000,9590.000000,9590.000000,7627.103516,13,0,0,0,0,0,0,0,0
2010-12-21,9643.000000,9643.000000,9643.000000,9643.000000,7669.255859,0,0,0,0,0,0,0,0,0
2010-12-22,9610.000000,9610.000000,9570.000000,9570.000000,7611.197266,424,0,0,0,0,0,0,0,0
2010-12-24,9580.000000,9580.000000,9540.000000,9540.000000,7587.338867,190,0,0,0,0,0,0,0,0
2010-12-27,9580.000000,9580.000000,9570.000000,9580.000000,7619.151367,6,0,0,0,0,0,0,0,0
2010-12-28,9590.000000,9590.000000,9590.000000,9590.000000,7627.103516,3,0,0,0,0,0,0,0,0
2010-12-29,9633.700195,9633.700195,9633.700195,9633.700195,7661.859863,0,0,0,0,0,0,0,0,0
2010-12-30,9590.000000,9590.000000,9520.000000,9520.000000,7571.432129,1747,0,0,0,0,0,0,0,0
2011-01-04,9630.000000,9630.000000,9630.000000,9630.000000,7658.917480,189,0,0,0,0,0,0,0,0
2011-01-05,9540.000000,9540.000000,9540.000000,9540.000000,7587.338867,3,0,0,0,0,0,0,0,0
